year,duration,rating,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
2004,91,5.8,69000,43.0,42000000,21022111,117592831
2004,137,8.0,834000,83.0,30000000,25600000,154118514
2004,129,6.6,120000,76.0,80000000,20018620,96105910
2004,106,5.7,16000,59.0,30000000,24241612,65991448
2004,135,7.5,61000,68.0,28000000,19377577,64445708
2004,118,7.2,69000,70.0,30000000,20269025,61950770
2004,122,6.9,360000,72.0,66000000,23172440,99378985
2004,93,5.4,72000,42.0,90000000,21406781,103370281
2004,101,7.2,280000,59.0,26000000,26722575,102280154
2004,95,5.8,53000,29.0,19000000,13528946,73029190
2004,113,7.6,538000,30.0,13000000,17100000,96822421
2004,106,6.2,51000,47.0,50000000,11600000,170128460
2004,119,6.6,247000,38.0,105000000,24289165,115900534
2004,98,6.3,231000,57.0,37000000,21054283,96458118
2004,103,7.6,487000,46.0,1200000,18276468,104004218
2004,112,7.7,455000,66.0,6500000,9107071,98410061
2004,113,5.8,195000,38.0,65000000,16100000,131977904
2004,126,6.3,179000,46.0,120000000,15193907,203567857
2004,106,7.6,214000,67.0,25000000,220524,116650613
2004,95,5.9,97000,25.0,19000000,13623350,70080371
2004,143,7.2,134000,40.0,70000000,4001890,154674241
2004,94,6.1,215000,36.0,45000000,23036273,129342769
2004,76,5.4,28000,50.0,110000000,13880771,145358062
2004,93,4.4,13000,39.0,26000000,10021510,48551322
2004,96,6.5,215000,46.0,40000000,18237568,92913171
2004,86,6.3,112000,44.0,46000000,15501114,57223890
2004,109,6.5,57000,66.0,26000000,151750,61315215
2004,96,7.0,246000,64.0,400000,116666,46140989
2004,131,6.4,90000,48.0,80000000,8817853,55470154
2004,114,5.1,41000,30.0,80000000,18054001,78110021
2004,95,3.9,29000,37.0,8000000,16123105,50576805
2004,108,6.0,128000,44.0,40000000,8684055,265126918
2004,104,3.4,129000,27.0,100000000,16728411,82402379
2004,104,6.2,111000,56.0,35000000,12634563,76666133
2004,106,6.1,89000,64.0,70000000,15580278,57947036
2004,119,6.0,39000,38.0,50000000,10985597,49718611
2004,97,4.6,46000,27.0,25000000,12029832,71255003
2004,108,8.3,1100000,89.0,20000000,8175198,73384095
2004,175,5.6,180000,40.0,155000000,13687087,167298192
2004,104,7.2,243000,65.0,27000000,7707972,116671982
2004,124,6.4,175000,33.0,33000000,14000000,54700105
2004,98,7.2,182000,64.0,32000000,12120358,50826898
2004,103,6.2,98000,38.0,45000000,11458465,65470529
2004,97,4.7,35000,40.0,20000000,12812287,70992898
2004,94,6.5,108000,60.0,25000000,10600000,57678321
2004,97,4.6,8700,29.0,12000000,9375307,31326183
2004,89,4.7,32000,33.0,15000000,9350572,33251890
2004,97,6.2,51000,38.0,60000000,11500000,62657868
2004,111,5.9,43000,47.0,22000000,9406378,37666766
2004,102,7.4,226000,67.0,2500000,201115,35825316
2004,102,6.2,73000,43.0,35000000,8300000,35492921
2004,97,5.3,24000,26.0,50000000,8904299,40954603
2004,119,7.2,215000,62.0,50000000,113085,34811819
2004,120,5.9,97000,49.0,110000000,7576132,72660444
2004,100,4.6,16000,32.0,26000000,8014005,28818995
2004,121,8.1,382000,79.0,17500000,100091,33882243
2004,96,6.3,78000,53.0,31000000,6100000,27388767
2004,137,6.1,23000,47.0,107000000,9124701,25819961
2004,104,5.6,15000,57.0,30000000,8679028,21839377
2004,48,6.9,673,58.0,0,1452639,22248831
2004,84,4.1,30000,41.0,40000000,9970557,46546197
2004,113,6.1,58000,47.0,45000000,5019430,35021497
2004,107,5.3,19000,36.0,35000000,7075217,22035509
2004,90,5.0,9300,15.0,20000000,9485494,29266490
2004,109,7.0,16000,63.0,59660000,6144160,62174008
2004,88,7.0,211000,64.0,9000000,5200000,23936908
2004,90,5.9,25000,38.0,32000000,7000000,30031874
2004,92,6.6,233000,45.0,25000000,6711384,22605153
2004,86,4.5,4000,23.0,12000000,7800000,18490423
2004,99,7.7,156000,78.0,20000000,269225,104882445
2004,87,4.9,52000,46.0,12000000,8800000,24829644
2004,95,5.6,30000,52.0,22000000,7320066,21513434
2004,98,6.3,68000,59.0,31000000,7118985,41682237
2004,126,7.7,107000,75.0,0,159819,57663711
2004,91,5.2,11000,33.0,12000000,5824860,16951702
2004,98,5.5,60000,24.0,40000000,6685381,26170671
2004,141,6.2,24000,53.0,23000000,4800000,19463185
2004,84,5.7,16000,38.0,20000000,6146262,16796512
2004,109,6.7,250000,47.0,25000000,6003806,30381722
2004,110,5.3,14000,33.0,30000000,6775132,14615099
2004,99,7.9,616000,76.0,4000000,3300000,31636877
2004,102,4.8,27000,24.0,25000000,6900000,30120671
2004,86,4.6,25000,33.0,16000000,5648486,14821824
2004,86,5.9,30000,39.0,25000000,5900000,27685016
2004,91,5.0,26000,33.0,30000000,5962106,21289826
2004,99,4.8,33000,31.0,40000000,6160886,14494036
2004,125,6.6,12000,53.0,15000000,292963,18611951
2004,103,6.2,56000,49.0,60000000,6218335,35060882
2004,114,6.9,60000,40.0,30000000,5467281,21741598
2004,107,6.5,67000,55.0,20000000,292177,20094909
2004,85,5.6,6500,46.0,10000000,5088577,12544254
2004,111,6.1,42000,46.0,23000000,6081483,12313323
2004,97,3.8,3500,15.0,0,5600000,12009070
2004,91,5.5,29000,19.0,45000000,4441356,15125687
2004,100,7.2,115000,73.0,65000,516641,20645757
2004,119,7.5,118000,89.0,100000000,397472,92863945
2004,109,5.2,14000,38.0,0,7655,21054050
2004,103,5.8,29000,33.0,15000000,4600000,14867514
2004,93,5.7,27000,35.0,40000000,4873819,10898337
2004,118,7.0,52000,79.0,11000000,169038,17050017
2004,89,5.3,19000,33.0,10000000,4171226,10143022
2004,88,1.5,32000,9.0,20000000,3251856,9448644
2004,119,8.2,478000,82.0,24000000,427987,240934202
2004,106,5.2,30000,31.0,30000000,4002067,10592180
2004,92,6.7,50000,62.0,5000000,345136,10275509
2004,99,5.8,22000,37.0,27000000,3446375,11416075
2004,98,6.3,8800,44.0,27000000,3254940,11341016
2004,104,7.0,13000,65.0,18000000,122214,14339171
2004,95,4.3,15000,36.0,57000000,2766810,28283637
2004,94,6.6,1100,55.0,0,2500000,6879730
2004,104,7.0,13000,61.0,0,149224,20421130
2004,122,6.2,22000,55.0,7000000,385848,24716440
2004,98,6.8,27000,74.0,0,70224,11782282
2004,101,7.4,37000,87.0,3000000,139066,12594630
2004,133,7.6,77000,76.0,56600000,101749,69424389
2004,73,5.7,2000,74.0,10000000,2461252,6491969
2004,88,4.9,19000,42.0,50000000,3336374,6808550
2004,118,6.7,16000,46.0,23000000,45264,8447615
2004,111,5.3,7500,36.0,39000000,3038546,6596511
2004,80,8.1,300000,91.0,2700000,219425,16506532
2004,95,5.8,15000,60.0,0,472781,12520799
2004,88,5.6,6200,38.0,3000000,3089993,5923000
2004,156,8.2,387000,82.0,13500000,18195,92181574
2004,106,7.4,65000,81.0,5000000,147370,40432275
2004,100,6.3,43000,51.0,20000000,1282000,23926132
2004,104,5.7,32000,45.0,8600000,3035688,7565807
2004,114,6.2,38000,44.0,0,27804,10852064
2004,106,6.3,66000,33.0,27000000,2000000,21148829
2004,106,6.5,33000,60.0,19250000,2011435,8112712
2004,100,4.8,3300,30.0,1500000,628807,10057021
2004,100,5.8,685,0,5500000,0,3905613
2004,111,6.6,16000,67.0,7500000,456876,6715067
2004,99,6.4,34000,54.0,0,74238,20129327
2004,97,5.2,697,49.0,0,1512000,3817362
2004,125,7.6,28000,83.0,11000000,13207,13267869
2004,131,7.0,39000,63.0,30000000,69868,21560182
2004,97,7.8,69000,56.0,5500000,18355,88385944
2004,85,7.2,18000,78.0,0,14605,3529201
2004,110,6.5,1200,0,7500000,251145,3347647
2004,192,7.8,60000,67.0,7000000,843010,6698673
2004,74,5.4,1100,49.0,70000,662152,3255426
2004,105,6.6,408,0,7000000,0,2750263
2004,103,7.3,7100,65.0,0,60465,4444265
2004,120,6.6,4200,45.0,20000000,1233297,2707913
2004,96,6.4,561,27.0,0,357000,2755355
2004,84,7.6,5300,79.0,0,27125,2724826
2004,105,7.2,202000,73.0,4000000,81706,11850214
2004,105,7.8,4700,80.0,0,134400,3216111
2004,109,6.9,1200,0,2500000,0,2259688
2004,104,6.9,5300,71.0,0,55836,10485817
2004,126,8.0,87000,74.0,10000000,55681,43731621
2004,101,6.2,10000,66.0,3000000,101295,3361213
2004,87,7.0,787,0,2500000,281606,1858019
2004,105,4.8,574,0,0,551432,1838920
2004,97,6.2,1600,0,12500000,228509,1775619
2004,182,7.1,42000,0,0,704651,10836270
2004,110,6.8,5600,79.0,0,69587,18729751
2004,143,5.3,1400,0,27000000,468625,2058007
2004,87,7.1,36000,72.0,0,53985,4678405
2004,114,6.4,56000,58.0,4200000,86985,50336279
2004,129,7.4,64000,78.0,12000000,113074,20207146
2004,125,6.6,572,0,7000000,323752,1435015
2004,90,7.3,2200,70.0,0,64423,1565016
2004,109,6.4,768,0,4500000,296295,1352489
2004,89,5.1,14000,56.0,15000000,29384,1914166
2004,100,7.4,41000,68.0,2000000000,317722,10123315
2004,93,5.6,4100,0,0,333126,1752950
2004,189,8.2,101000,0,0,424804,1953889
2004,84,7.5,21000,74.0,0,46359,1980444
2004,84,7.1,75000,70.0,12000000,410000,11169386
2004,91,7.4,14000,65.0,0,75104,1236518
2004,112,7.5,1800,0,0,92436,1163450
2004,82,7.3,1800,64.0,0,25535,1152757
2004,140,8.0,42000,64.0,12800000,260135,81407286
2004,101,7.6,428000,61.0,5000000,64661,8203235
2004,97,6.6,14000,59.0,6500000,64728,1644653
2004,128,6.0,4300,47.0,5000000,337484,1384395
2004,86,6.7,22000,82.0,1700000,90022,2766976
2004,87,6.4,11000,61.0,0,283209,1398053
2004,163,6.7,18000,0,0,379812,7862911
2004,120,7.8,8400,66.0,0,192055,7048103
2004,143,7.0,16000,0,0,275882,1878842
2004,106,7.1,11000,64.0,0,38654,2307092
2004,186,7.8,27000,0,300000000,380000,5859242
2004,109,6.9,1100,59.0,0,449331,755231
2004,105,7.6,80000,74.0,0,17425,1532932
2004,95,6.9,26000,63.0,0,37547,4426087
2004,141,8.0,33000,88.0,0,32393,2288093
2004,105,6.6,3100,74.0,0,3202,2394429
2004,89,6.4,5300,62.0,0,5706,744165
2004,87,7.8,890,70.0,0,279219,614138
2004,85,6.6,2000,70.0,0,63520,688668
2004,90,7.1,34000,74.0,500000,29170,802948
2004,174,7.4,17000,0,0,212656,924170
2004,91,6.4,4500,46.0,0,79883,581055
2004,100,6.7,13000,53.0,0,57251,809686
2004,95,6.1,35000,43.0,0,226296,3222439
2004,94,6.1,1800,64.0,0,31702,4178714
2004,103,5.9,144,0,4225000,172300,493905
2004,98,7.3,6400,51.0,6000000,140881,1881975
2004,126,6.8,19000,66.0,22000000,136148,10870198
2004,93,5.7,4400,47.0,0,164801,541330
2004,78,7.5,6300,58.0,200000,77982,461572
2004,125,7.4,4000,64.0,6000000,25900,878325
2004,121,7.9,59000,78.0,0,15216,11065801
2004,77,6.7,118000,68.0,7000,28162,545436
2004,105,7.0,13000,68.0,4750000,9588,9042432
2004,81,7.3,2300,74.0,0,15477,417120
2004,132,6.5,16000,40.0,0,46133,3664858
2004,110,7.1,335,0,0,91388,396803
2004,100,6.4,3300,55.0,1000000,28451,661946
2004,117,7.5,12000,76.0,0,8161,489706
2004,97,6.8,10000,33.0,6000000,36371,389866
2004,85,7.1,151,55.0,200000,3263,498077
2004,97,7.4,3500,70.0,0,7235,1522967
2004,90,6.9,948,53.0,0,23298,376612
2004,80,5.6,9800,49.0,0,195436,2442378
2004,138,5.3,8400,30.0,8000000,55016,1526951
2004,100,6.3,11000,61.0,0,34610,1875649
2004,125,7.0,8700,59.0,0,11075,12071007
2004,165,4.3,2000,0,0,171966,696718
2004,161,7.3,9600,63.0,100000000,210000,567746
2004,90,6.0,1500,59.0,0,20393,355879
2004,84,5.1,729,55.0,0,134939,314402
2004,166,6.2,7300,0,0,162687,683021
2004,86,6.4,2700,48.0,0,45928,1898606
2004,105,5.0,5800,34.0,0,155349,305281
2004,106,6.7,4500,77.0,1400000,28327,1261792
2004,108,6.8,3600,63.0,0,43263,783778
2004,105,6.5,526,0,6000000,75235,294758
2004,150,7.0,4100,85.0,3871153,16101,3839556
2004,120,6.3,1300,29.0,0,18606,316527
2004,85,6.8,1800,70.0,0,9590,1050376
2004,86,8.2,412,53.0,0,31252,270014
2004,98,8.0,21000,85.0,0,23326,1075553
2004,95,6.4,1100,63.0,0,15637,494030
2004,80,7.2,259,67.0,0,4837,246094
2004,129,6.6,23000,0,200000000,102860,7312209
2004,108,7.0,2000,78.0,36000000,25144,2705163
2004,88,7.9,60000,72.0,1000000,20084,3403957
2004,83,7.5,626,0,0,31481,238924
2004,93,6.4,14000,53.0,0,97060,6878433
2004,179,6.6,168,0,0,53140,487893
2004,111,7.0,10000,53.0,4000000,4696,291118
2004,120,7.0,83,0,0,70910,227241
2004,74,6.7,178,68.0,0,2407,225448
2004,135,7.0,1500,67.0,0,9840,1788325
2004,128,7.2,13000,25.0,12000000,32360,1547008
2004,82,4.3,391,0,425000,47494,203917
2004,107,7.4,5700,84.0,0,8072,2981713
2004,103,7.6,754,78.0,0,5300,201711
2004,83,7.0,1000,78.0,800000,15581,618264
2004,85,6.4,4500,46.0,0,17879,579350
2004,73,5.4,3200,47.0,1500000,21813,192186
2004,99,6.9,3100,70.0,0,18564,2298732
2004,104,5.9,7500,51.0,0,53666,1553020
2004,84,5.5,2800,45.0,0,45047,183066
2004,90,6.5,4800,51.0,1100,85223,262770
2004,97,6.1,6700,55.0,0,18710,273023
2004,80,6.7,939,48.0,0,11927,177485
2004,99,7.2,695,75.0,0,8435,176801
2004,127,7.4,33000,68.0,0,10075,8152859
2004,97,5.8,2100,35.0,16000000,113620,174318
2004,92,5.6,532,0,500000,29184,173306
2004,119,7.1,28000,48.0,0,28243,2039526
2004,105,6.0,3000,44.0,12000000,22383,1491434
2004,81,4.4,3600,39.0,0,29103,159429
2004,94,7.4,6000,44.0,25000000,75730,5653093
2004,94,4.6,242,0,0,79133,155714
2004,90,5.8,6500,28.0,50000,17510,155212
2004,100,5.9,22000,0,30000000,46376,40152148
2004,94,6.1,1300,56.0,500000,17195,170399
2004,90,7.2,4800,74.0,0,24658,711223
2004,110,7.4,18000,65.0,0,8036,3764219
2004,108,6.5,9500,63.0,0,24354,156767
2004,90,7.6,5600,77.0,10000000,16915,185920
2004,115,5.7,7000,37.0,0,38356,197312
2004,89,7.7,113,67.0,0,13444,141504
2004,80,6.8,3200,77.0,0,8210,293681
2004,90,6.8,5000,75.0,5300000,14953,2971219
2004,98,5.2,11000,37.0,5000000,101107,264505
2004,99,7.8,1500,69.0,0,9098,129988
2004,75,7.2,5100,80.0,0,1765,556268
2004,101,6.9,19000,40.0,0,66869,1650432
2004,90,6.6,11000,62.0,5250784,15667,7444906
2004,107,7.7,6900,76.0,0,20437,228828
2004,78,7.4,843,65.0,0,0,122011
2004,89,6.8,5100,57.0,0,12599,537871
2004,90,7.2,21000,56.0,2000000,19717,1635056
2004,93,5.9,431,0,200000,25354,120488
2004,97,4.5,210,32.0,0,12346,113622
2004,111,6.7,2900,74.0,0,9046,3162662
2004,163,6.0,1700,0,0,111423,111423
2004,80,6.9,1800,61.0,0,7559,110617
2004,92,5.6,1200,0,4000000,12366,162717
2004,91,4.5,120,32.0,0,4236,107040
2004,89,7.1,656,0,0,22444,105054
2004,99,7.1,3700,63.0,0,8002,389486
2004,122,5.5,3100,0,100000000,98297,181865
2004,91,5.4,19000,42.0,3500000,56448,97446
2004,98,7.2,15000,51.0,2700000,4158,2096892
2004,72,4.0,1400,42.0,0,93000,93000
2004,106,6.7,8300,73.0,0,21566,1482316
2004,142,6.1,2400,0,0,37460,166484
2004,90,5.8,3100,51.0,0,38182,87923
2004,95,6.7,2900,60.0,0,2130,8466803
2004,95,4.7,5500,0,5000000,84733,84733
2004,172,6.7,1500,0,0,84728,158357
2004,88,7.7,1400,65.0,750000,8721,81280
2004,94,7.1,1300,57.0,0,9245,80906
2004,106,6.5,1700,65.0,0,12814,80858
2004,94,6.4,16000,0,3500000,80372,943625
2004,90,5.7,174,0,0,41704,79974
2004,125,6.9,21000,66.0,0,36414,516930
2004,91,6.4,9500,34.0,6500000,41788,89781
2004,98,7.4,1100,71.0,0,14510,74631
2004,98,7.0,2000,67.0,0,8786,135311
2004,88,6.7,2500,52.0,185000,12605,72234
2004,110,5.0,7900,35.0,0,10334,1510052
2004,87,7.1,2100,80.0,3000,10505,69816
2004,90,8.1,1100,80.0,0,1848,68249
2004,71,4.8,25000,43.0,1000000,13457,1590308
2004,98,5.7,464,72.0,0,12717,65827
2004,143,7.1,3700,81.0,0,5390,246556
2004,92,6.1,1400,61.0,0,14643,65369
2004,98,6.0,1500,36.0,0,3806,62062
2004,83,6.2,956,54.0,0,5785,60815
2004,80,6.8,396,66.0,0,30634,57999
2004,98,6.7,1000,65.0,5200000,4316,55459
2004,98,5.8,16000,0,17820000,54361,13315054
2004,86,7.0,1100,64.0,1500000,7834,54357
2004,92,5.8,287,29.0,450000,6722,54000
2004,74,7.4,709,72.0,0,4424,53471
2004,97,7.8,169,67.0,0,6423,51936
2004,77,7.1,13000,0,0,3648,306003
2004,92,6.8,1600,56.0,0,7634,1635458
2004,120,5.0,3700,25.0,24000000,21281,1910546
2004,86,6.7,699,66.0,0,7765,49940
2004,85,5.7,603,38.0,1800000,22750,49880
2004,118,7.1,6500,81.0,0,270,46750
2004,96,6.6,993,50.0,0,5377,45557
2004,93,7.7,1100,63.0,0,5515,81450
2004,130,6.6,2200,85.0,0,3527,40853
2004,81,7.3,319,65.0,0,24517,40576
2004,104,6.7,95,0,740000,6776,39895
2004,95,6.9,559,72.0,0,4060,46741
2004,132,7.6,7400,76.0,0,4466,8043781
2004,94,6.4,4600,62.0,1400000,13313,37493
2004,103,7.7,11000,66.0,0,5609,36613
2004,90,5.1,2500,41.0,0,25660,36039
2004,88,7.2,1200,62.0,0,27823,38585
2004,143,8.4,23000,76.0,0,25000,1610897
2004,96,7.0,691,51.0,0,12598,34835
2004,77,4.4,6500,29.0,0,4255,345365
2004,102,7.2,8500,56.0,0,2795,5290748
2004,100,6.8,5900,79.0,850000,6151,476630
2004,103,6.7,906,82.0,0,2568,267402
2004,90,5.1,1800,45.0,0,5183,31211
2004,87,7.6,1200,66.0,0,8625,30380
2004,104,6.6,2500,76.0,0,7352,30241
2004,98,7.7,459,60.0,0,4216,30210
2004,104,7.1,7500,65.0,0,11250,6571302
2004,99,6.9,449,63.0,0,11690,29866
2004,85,5.3,210,46.0,0,2837,29220
2004,97,7.0,1600,64.0,0,5022,214585
2004,99,6.2,1600,66.0,0,944,29121
2004,97,6.2,7400,27.0,0,10000,217499
2004,106,6.7,2000,60.0,0,7425,1140909
2004,107,4.8,1600,43.0,0,4129,28089
2004,95,7.6,181,71.0,0,4760,28032
2004,85,6.9,93,75.0,250000,4248,27073
2004,107,6.8,295,59.0,3000000,7624,26904
2004,121,7.7,13000,76.0,1500000,4635,3187700
2004,89,6.9,1600,63.0,0,5706,1818293
2004,170,7.9,5500,73.0,0,6015,64424
2004,80,6.9,104,60.0,0,5847,24640
2004,89,6.7,741,62.0,0,8058,1443335
2004,104,7.7,16000,59.0,0,6079,1226577
2004,86,6.3,1800,46.0,0,4668,21888
2004,90,7.3,2400,72.0,0,3887,54946
2004,85,5.1,908,31.0,0,5094,21515
2004,92,7.5,670,0,0,630,21507
2004,95,6.7,434,0,2000000,17346,20795
2004,126,6.5,2300,72.0,0,5815,20523
2004,97,7.1,4500,63.0,0,0,1412753
2004,139,3.8,672,0,0,19504,50611
2004,106,7.2,711,67.0,560400,5025,19317
2004,93,7.0,444,66.0,0,4498,322615
2004,105,7.7,23000,63.0,0,37542,1656829
2004,93,7.0,891,62.0,0,6484,17257
2004,95,3.8,1600,13.0,5000000,9018,16670
2004,81,7.1,1500,74.0,9150000,4891,3139313
2004,80,7.3,1300,71.0,0,5487,16214
2004,99,5.5,1400,0,0,11329,120375
2004,90,6.8,957,61.0,0,3987,9595697
2004,100,7.1,1800,60.0,0,1678,23697809
2004,78,6.4,171,51.0,0,4395,15635
2004,91,6.5,1300,51.0,0,4245,1801199
2004,88,6.2,1100,49.0,0,5124,48258
2004,93,6.4,1200,52.0,0,4268,15355
2004,74,5.5,1100,31.0,0,3938,15247
2004,87,5.5,104,30.0,0,10608,15217
2004,93,4.7,160,33.0,0,3794,14804
2004,96,6.5,292,61.0,0,4015,56866
2004,92,6.4,3800,29.0,1000000,2001,14460
2004,100,6.7,170,62.0,0,2594,14389
2004,89,5.1,764,0,420000,6245,14189
2004,92,6.0,5900,50.0,5000000,3852,107259
2004,90,7.3,257,69.0,0,1881,13931
2004,110,6.0,148,46.0,0,3600,12655
2004,99,5.8,1800,48.0,0,8000,12311
2004,93,4.0,142,0,950000,12077,12077
2004,88,6.4,2000,63.0,0,4763,247588
2004,80,7.0,113,48.0,0,2245,11728
2004,80,4.5,899,37.0,1000000,8441,11523
2004,89,5.6,185,43.0,0,1839,306981
2004,92,5.2,1800,41.0,0,930,10718
2004,134,6.9,1000,46.0,0,5503,10637
2004,94,7.6,140,0,1250000,4180,10529
2004,109,6.5,849,53.0,300000,5199,10514
2004,133,7.5,19000,0,25000000,2402,18328469
2004,87,6.1,642,29.0,0,3356,16444
2004,91,6.2,1300,54.0,0,2784,9528
2004,94,6.6,2000,57.0,0,1943,482361
2004,98,5.4,186,49.0,0,4667,9376
2004,103,6.6,1400,62.0,0,849,116512
2004,106,7.2,501,0,0,9261,9261
2004,88,7.2,95,0,750000,4270,9064
2004,72,7.1,132,67.0,0,2790,8860
2004,88,3.9,1600,0,0,5499,8747
2004,87,7.2,1000,70.0,0,2085,8129
2004,79,6.8,49,54.0,0,1900,7925
2004,75,6.4,594,52.0,0,3274,7753
2004,110,7.7,74,60.0,0,4920,7690
2004,86,5.8,344,49.0,0,2157,7656
2004,94,6.4,239,61.0,0,788,1163922
2004,93,7.5,1100,70.0,0,784,56809
2004,113,6.4,62,0,0,6470,6470
2004,101,5.7,113,32.0,0,1114,6437
2004,90,7.5,61000,52.0,695393,1825,241688
2004,90,5.7,449,41.0,0,1890,5741
2004,85,7.0,18,0,0,2628,5724
2004,78,6.7,1200,61.0,0,983,5342
2004,112,4.9,299,0,0,5161,5161
2004,87,4.2,1800,26.0,6000000,1964,26018
2004,75,7.3,149,77.0,0,3185,4874
2004,90,9.2,38,72.0,0,2428,4683
2004,85,5.4,185,36.0,0,4546,4546
2004,95,6.0,975,43.0,250000,3210,4480
2004,97,5.2,2000,19.0,1400000,306,4143
2004,80,5.8,507,41.0,0,2574,4119
2004,95,5.1,125,31.0,2400000,4064,4064
2004,102,7.8,8300,59.0,1000000,2453,1107774
2004,90,5.6,257,0,0,3935,127588
2004,98,4.6,428,37.0,50000,2311,3917
2004,80,5.9,73,57.0,0,2167,3826
2004,98,4.4,5200,32.0,0,1720,3784
2004,85,5.7,8,0,0,2210,3685
2004,72,6.1,651,51.0,0,2227,3604
2004,106,6.3,445,48.0,0,2438,1338136
2004,88,6.1,14000,52.0,1790000,890,3260
2004,77,5.9,171,46.0,0,2203,3195
2004,78,6.7,1200,81.0,0,1758,31516
2004,115,6.6,1800,46.0,0,1544,1517732
2004,82,3.6,510,0,3000000,2462,2462
2004,103,7.9,1100,0,0,825,1306326
2004,76,4.7,189,53.0,0,466,2248
2004,107,7.5,1200,61.0,0,1511,913792
2004,63,7.5,78,63.0,0,1672,1672
2004,100,7.3,27000,78.0,0,1792,35718
2004,87,5.1,27,56.0,0,456,1496
2004,88,7.9,44,66.0,200000,842,1430
2004,107,8.2,1700,36.0,0,1042,1416
2004,88,6.9,45,60.0,5000,357,1338
2004,97,7.5,124,67.0,0,642,1246
2004,189,7.0,232,75.0,0,1124,1124
2004,99,6.3,3000,55.0,2000000,1100,39663
2004,102,6.1,1300,0,1200000,459,474752
2004,97,6.6,2500,44.0,750000,624,624
2004,132,6.9,375,0,0,504,504
2004,85,5.6,33000,0,5000000,0,7480424
2004,96,6.1,11000,29.0,0,0,2280924
2004,89,6.5,2800,0,1000000,0,572990
2004,100,7.5,20000,0,2000000,0,2556056
2004,93,5.6,4500,0,32000000,0,47636
2004,124,5.2,13000,0,36100000,0,6482919
2004,123,6.9,30000,0,80000000,0,8712057
2004,103,5.9,22000,0,22100000,0,7172452
2004,125,6.3,10000,0,19500000,0,9167302
2004,104,7.5,5200,0,500000000,0,18758613
2004,105,6.5,5700,0,2224000,0,1349501
2004,105,3.7,4600,13.0,2000000,0,0
2004,89,5.5,5600,0,16000000,0,5072125
2004,143,7.6,7500,77.0,0,0,21324
2004,91,5.4,7100,0,3000000,0,1446859
2004,100,6.4,5600,58.0,0,0,6218759
2004,127,8.0,69000,0,5000000,0,20839049
2004,116,3.9,1300,0,5200000000,0,4071598
2004,125,5.4,7600,0,18070000,0,9661031
2004,91,5.5,10000,0,14000000,0,521918
2004,94,6.0,4700,0,5400000,0,64236
2004,97,7.0,14000,0,1000000,0,328161
1961,79,7.3,189000,83.0,4000000,2389226,215880014
1961,153,7.6,124000,86.0,6000000,207145,44135556
1961,120,6.2,78,0,80000000,16187,798977
1961,94,7.6,26000,0,0,15485,223111
1961,84,7.3,20000,71.0,160000,13213,188739
1961,90,7.4,8100,73.0,0,0,103951
1961,117,7.5,5900,0,0,9515,72908
1961,118,8.0,2400,0,0,9167,71630
1961,110,8.2,137000,93.0,0,15942,68196
1961,122,7.9,25000,0,0,10547,40703
1961,72,6.6,1500,0,539,8448,30945
1961,93,7.9,7200,0,55000,2581,9080
1961,115,7.5,198000,77.0,2500000,0,600450
1961,129,7.2,25000,73.0,0,0,29650385
1961,179,8.3,91000,60.0,3000000,0,12180
1961,134,7.9,89000,90.0,2125000,0,8072
1961,128,8.0,10000,87.0,1500000,0,0
1961,158,7.5,57000,72.0,6000000,0,20616
1961,125,7.2,24000,77.0,4000000,0,217
1961,141,7.1,14000,0,6000000,0,580
1961,108,7.8,19000,49.0,3600000,0,0
1961,100,7.7,34000,88.0,430000,0,30221
1961,182,7.2,16000,79.0,6250000,0,0
1961,104,7.8,24000,73.0,3000000,0,0
1961,107,6.8,10000,55.0,4260000,0,0
1961,102,6.1,7900,58.0,2000000,0,77
1961,101,7.4,6600,0,121602,0,4597
1961,90,7.9,28000,84.0,0,0,8939
1961,97,6.7,9600,75.0,2000000,0,0
1961,105,6.0,6800,49.0,1580000,0,0
1961,80,7.0,17000,78.0,200000,0,0
1961,136,7.1,8300,0,2900000,0,10173
1961,77,7.4,6000,75.0,65000,0,339
1961,100,7.7,7600,85.0,153756,0,25962
1961,103,6.8,1600,0,375000,0,1608
1961,103,6.9,229,0,38000000,0,3678935
2007,139,6.3,665000,59.0,258000000,151116516,891679447
2007,93,6.1,346000,58.0,160000000,121629270,808308862
2007,144,7.1,694000,61.0,150000000,70502384,709709780
2007,169,7.1,716000,50.0,300000000,114732820,961691209
2007,138,7.5,662000,71.0,150000000,77108414,942867374
2007,101,7.2,845000,65.0,150000000,77211321,585410052
2007,115,8.0,670000,85.0,110000000,69283690,442824138
2007,124,6.5,261000,48.0,130000000,44783772,459242249
2007,92,5.3,99000,39.0,60000000,44307417,365352546
2007,111,8.1,877000,96.0,150000000,47027395,623729380
2007,87,7.3,357000,80.0,75000000,74036787,536414293
2007,100,5.9,125000,27.0,0,39699023,253625427
2007,129,6.9,391000,85.0,30000000,30690990,219922417
2007,96,7.4,561000,81.0,7500000,413869,232373066
2007,91,6.2,190000,44.0,140000000,50237000,258097122
2007,128,7.1,428000,69.0,110000000,33369559,388156011
2007,92,5.6,285000,45.0,130000000,58051684,301913131
2007,157,7.8,470000,76.0,100000000,43565135,269755430
2007,107,7.1,223000,75.0,85000000,34440317,340487869
