year,duration,rating,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
1990,138,6.9,4300,65.0,0,22585,2231274
1990,95,5.2,2600,0,0,54582,2218579
1990,110,6.2,330,63.0,0,12764,2100538
1990,138,6.7,14000,0,25000000,82753,2075084
1990,97,6.5,6400,44.0,4000000,173601,2070871
1990,120,6.6,9300,70.0,0,948002,2060847
1990,93,4.8,2800,0,6500000,1053175,2032973
1990,95,7.6,9300,0,0,10300,1986433
1990,119,7.7,31000,0,12000000,0,2970161
1990,134,7.2,27000,60.0,18000000,179927,1911542
1990,97,4.0,1900,0,0,720864,1823154
1990,107,6.1,2100,0,11000000,62747,1794001
1990,75,6.8,2700,0,8000000,908999,1781694
1990,118,7.7,4700,0,0,18367,1745470
1990,85,5.9,5900,0,2000000,0,1627955
1990,107,7.2,3500,0,0,20078,1576702
1990,106,7.2,10000,72.0,0,4009,1554742
1990,106,5.8,1700,0,12000000,551876,1531489
1990,103,7.4,12000,88.0,0,12856,1516414
1990,85,5.7,923,0,0,86708,1510053
1990,107,7.3,7100,0,5000000,27948,1494399
1990,101,6.4,1300,0,0,11051,1464242
1990,80,4.8,10000,31.0,0,266975,1382462
1990,82,6.2,1300,0,0,596131,1382259
1990,95,5.8,893,0,4000000,313844,1373728
1990,97,5.1,1400,0,19000000,581979,1372350
1990,91,5.5,2100,57.0,22000000,776449,1305887
1990,130,6.4,14000,55.0,13000000,112188,1293976
1990,85,4.9,840,0,0,267996,1292323
1990,107,6.3,6800,61.0,0,14537,1244381
1990,87,4.5,3600,0,350000,270135,1242995
1990,97,7.0,24000,69.0,23000,24307,1228308
1990,103,5.5,896,0,0,372253,1224605
1990,101,5.7,3400,0,6700000,531714,1171762
1990,102,7.2,3100,0,0,19295,1161135
1990,105,6.8,873,0,0,14252,1108429
1990,107,5.9,1800,0,15000000,530893,1106475
1990,158,7.4,9000,79.0,0,12905,1055995
1990,108,6.9,4900,0,0,49827,1232210
1990,82,3.6,257,0,0,224847,1006575
1990,138,6.7,3200,0,17500000,65532,947306
1990,106,5.0,909,0,0,300000,855810
1990,94,6.0,611,0,0,334748,808690
1990,110,6.2,989,0,0,18749,3326168
1990,112,7.6,3300,0,0,7621,774048
1990,117,7.3,24000,0,0,24004,739104
1990,105,6.9,764,0,0,16553,717772
1990,99,6.7,2700,0,0,66871,715983
1990,95,4.1,530,0,0,359367,610402
1990,110,7.1,3800,0,0,20730,604624
1990,87,4.8,208,0,0,331875,541626
1990,90,5.5,2800,0,5000000,274815,485772
1990,99,4.0,5500,0,0,277462,358047
1990,107,7.4,13000,67.0,700000,0,357400
1990,92,6.9,649,0,0,15256,356077
1990,120,6.1,8600,61.0,9000000,260410,349618
1990,85,5.4,4300,0,11500000,37017,334748
1990,98,7.8,1000,0,0,9291,269823
1990,94,6.7,426,0,0,54726,267265
1990,105,7.5,2400,0,0,12489,261718
1990,93,4.4,260,0,0,215500,215500
1990,85,6.2,15000,0,2500000,0,205068
1990,93,5.5,782,0,4000000,17410,158243
1990,94,7.4,27000,93.0,0,18090,3255660
1990,113,5.5,1000,0,0,82841,139155
1990,108,7.1,1100,0,0,15726,123470
1990,95,5.3,874,0,12000000,73405,91578
1990,103,5.0,816,0,5000000,14979,85395
1990,87,5.7,1500,0,0,49933,83882
1990,109,5.3,263,0,2500000,11422,83490
1990,93,5.8,771,0,0,12283,81777
1990,93,5.7,1500,0,0,5248,59227
1990,108,6.4,1000,0,0,14296,52654
1990,82,5.8,883,0,0,9979,52310
1990,96,6.7,9900,0,0,5958,17042
1990,105,6.6,771,0,0,6123,7991
1990,92,6.3,1200,0,380000,1141,5006
1990,95,3.0,36000,0,100000,0,1131
1990,98,8.2,25000,92.0,0,2670,0
1990,100,5.5,2500,37.0,6000000,0,0
1990,96,6.2,18000,54.0,2000000,0,0
1990,98,5.0,6000,39.0,7000000,0,0
1990,78,6.3,1700,68.0,500000,0,0
2006,151,7.4,793000,53.0,225000000,135634554,1066179747
2006,108,6.5,391000,48.0,110000000,30433781,574482479
2006,116,7.3,498000,73.0,120000000,60119509,461996328
2006,104,6.6,558000,58.0,210000000,102750665,460435291
2006,149,6.6,471000,46.0,125000000,77073388,760006945
2006,117,7.6,887000,52.0,65000000,70885301,456082343
2006,154,6.1,296000,72.0,270000000,52535096,391081192
2006,108,6.4,206000,77.0,100000000,41533432,384336179
2006,91,6.8,306000,59.0,80000000,68033544,667094506
2006,144,8.0,715000,80.0,150000000,40833156,616577552
2006,117,8.0,588000,64.0,55000000,26541709,307127625
2006,83,6.7,196000,67.0,80000000,38457003,339795890
2006,108,6.6,206000,66.0,72500000,47042215,163362800
2006,107,6.4,370000,45.0,82500000,40011365,240685326
2006,126,6.9,402000,66.0,150000000,47743273,398479497
2006,151,8.5,1500000,85.0,90000000,26887467,291481358
2006,84,7.4,458000,89.0,18000000,26455463,262552893
2006,109,6.9,496000,62.0,35000000,27537244,326720785
2006,106,5.8,142000,46.0,52000000,39172785,205668210
2006,130,6.6,79000,76.0,70000000,378950,155456301
2006,83,5.1,133000,40.0,45000000,40222875,178262620
2006,97,5.7,91000,47.0,50000000,24411322,130224158
2006,129,7.6,411000,76.0,45000000,28954945,186003591
2006,86,6.1,110000,49.0,85000000,23624548,200811689
2006,92,4.8,45000,32.0,12000000,19504038,110768122
2006,97,6.3,48000,68.0,85000000,11457353,148964660
2006,93,5.7,95000,38.0,80000000,20220412,164115897
2006,120,7.3,70000,64.0,40000000,20188176,120455994
2006,108,6.2,220000,48.0,10000000,33610391,164874275
2006,92,5.9,97000,52.0,35000000,28309599,99255460
2006,110,5.6,85000,46.0,54000000,21525560,130628903
2006,104,5.1,132000,38.0,100000000,23239907,250425512
2006,91,6.7,146000,68.0,75000000,22217226,141861243
2006,92,7.0,81000,66.0,11500000,29002002,84645164
2006,90,5.6,36000,42.0,51000000,15820864,116755080
2006,99,5.6,65000,33.0,50000000,16414767,87528173
2006,129,6.0,89000,66.0,65000000,18730762,163247198
2006,102,7.1,237000,63.0,24000000,12158168,155929020
2006,99,4.8,48000,34.0,40000000,27736056,141522961
2006,104,6.5,130000,48.0,12000000,20659573,114197742
2006,85,6.6,144000,74.0,149000000,18814323,178281554
2006,126,7.1,336000,59.0,75000000,20574802,180557550
2006,132,6.1,127000,66.0,135000000,25723815,163794509
2006,107,5.3,12000,45.0,6000000,30030661,63368939
2006,136,7.0,347000,52.0,85000000,12778913,205219880
2006,104,6.1,313000,45.0,85000000,23973840,158968749
2006,106,6.7,213000,36.0,50000000,26857181,111476513
2006,98,4.4,21000,43.0,50000000,16310058,87134280
2006,98,5.7,113000,50.0,160000000,22155410,181674817
2006,167,6.7,110000,61.0,110000000,9912110,100266865
2006,101,7.8,535000,80.0,8000000,370998,101059571
2006,85,5.6,56000,25.0,33000000,19656429,64962629
2006,98,4.5,63000,26.0,64000000,21613176,104003322
2006,87,6.5,19000,62.0,50000000,14703405,69865924
2006,105,7.0,77000,63.0,40000000,17031122,58480828
2006,143,8.0,605000,64.0,100000000,8648324,171720398
2006,103,7.3,118000,90.0,9800000,122014,124925340
2006,139,6.9,101000,53.0,70000000,18006064,94973540
2006,110,5.5,65000,43.0,25000000,16026496,119975084
2006,93,5.8,161000,43.0,25000000,20125000,118890272
2006,130,8.5,1500000,66.0,40000000,14801808,109676311
2006,99,6.8,161000,52.0,40000000,13616196,114830111
2006,139,7.8,343000,68.0,40000000,15005604,120654337
2006,105,5.8,60000,45.0,50000000,13635463,82751189
2006,83,2.8,63000,11.0,20000000,19076261,85749034
2006,87,5.1,50000,27.0,15000000,21607203,67062123
2006,125,6.5,252000,31.0,50000000,20152598,100605135
2006,131,7.1,66000,53.0,65000000,6114264,43545364
2006,118,7.2,50000,58.0,0,13594734,42938449
2006,110,5.5,106000,36.0,70000000,18044396,72785169
2006,107,6.4,189000,52.0,15000000,15708512,70009308
2006,89,5.7,90000,41.0,18000000,14276534,68844775
2006,113,7.5,240000,67.0,30000000,13411093,53653224
2006,110,7.5,396000,68.0,16500000,927956,87892388
2006,91,5.8,79000,30.0,16000000,19150000,51764406
2006,102,5.1,52000,33.0,20000000,20825300,70711175
2006,125,7.1,82000,52.0,30000000,14414630,41480851
2006,112,6.6,40000,52.0,45000000,12806188,43451846
2006,118,8.2,722000,98.0,19000000,568641,83863565
2006,101,6.8,13000,52.0,35000000,8025000,46432264
2006,82,5.2,29000,47.0,80000000,9684809,102338515
2006,115,6.2,36000,39.0,20000000,12299380,42472472
2006,102,6.6,136000,63.0,52000000,11855260,65664721
2006,93,6.4,142000,47.0,23000000,10023835,38623262
2006,108,6.1,56000,49.0,60000000,14367854,78810595
2006,108,6.6,155000,45.0,17000000,14638755,57232879
2006,109,7.9,546000,84.0,76000000,501003,70596471
2006,93,5.1,37000,28.0,51000000,12001256,47232776
2006,118,6.6,27000,55.0,30000000,12775000,66500090
2006,143,7.5,323000,69.0,25000000,389351,135330835
2006,105,5.5,147000,58.0,33000000,13850000,62022014
2006,105,6.4,183000,45.0,20000000,10730372,57194667
2006,135,7.1,132000,79.0,90000000,10245190,65900249
2006,111,7.6,113000,90.0,15000000,11478360,76700659
2006,103,5.6,51000,36.0,12000000,11407751,38528984
2006,82,5.0,49000,37.0,60000000,7288977,143325970
2006,88,5.8,43000,59.0,50000000,8432465,55181129
2006,88,6.9,270000,57.0,12000000,10457367,42931041
2006,103,6.4,31000,53.0,0,10803610,31976848
2006,104,7.6,80000,70.0,0,10564000,68072848
2006,97,7.3,143000,65.0,5000000,10061132,26986174
2006,96,7.4,86000,75.0,1500000,281330,49782012
2006,102,3.8,73000,36.0,40000000,9610204,38806015
2006,97,5.2,54000,19.0,20000000,8852458,37598767
2006,85,5.0,35000,24.0,7000000,10726406,27298695
2006,121,5.6,78000,49.0,50000000,10005895,49332692
2006,96,5.2,68000,50.0,30000000,8603460,61108981
2006,110,7.7,332000,53.0,27000000,7031921,56308881
2006,97,5.8,11000,37.0,0,9452000,21353303
2006,118,7.4,26000,65.0,0,4305000,32120360
2006,105,6.2,13000,63.0,20000000,11554404,21170563
2006,95,6.0,8700,57.0,15000000,7703551,21893591
2006,105,6.7,24000,75.0,10000000,4566293,25986497
2006,90,4.7,32000,29.0,20500000,8203822,29907685
2006,110,6.2,72000,46.0,17500000,7031228,20387597
2006,112,7.4,22000,72.0,8000000,6011585,18948425
2006,92,4.8,37000,45.0,20000000,7138774,22165608
2006,110,5.4,47000,51.0,12000000,7482669,22989957
2006,88,4.4,85000,18.0,30000000,9064880,31070211
2006,100,5.9,31000,44.0,35000000,8602333,24470583
2006,123,7.6,200000,74.0,6000000,142899,55758874
2006,92,7.4,87000,73.0,15000000,414487,49814568
2006,103,5.5,64000,29.0,28000000,5692285,38159905
2006,108,5.8,22000,37.0,26000000,7681171,17496992
2006,90,5.4,13000,43.0,25000000,5815474,21949234
2006,95,4.7,32000,22.0,9000000,3723364,21510851
2006,123,6.5,127000,64.0,40000000,5361050,60917189
2006,89,3.5,13000,21.0,4000000,6922767,15680099
2006,87,4.5,11000,28.0,47000000,6608244,38085778
2006,124,5.9,29000,43.0,25000000,7658898,16162580
2006,122,6.9,110000,53.0,0,6412775,32351125
2006,94,6.0,42000,39.0,86000000,0,108605609
2006,84,5.1,30000,17.0,8000000,4581233,18707966
2006,125,6.8,55000,49.0,0,6583135,28047963
2006,87,5.7,10000,51.0,35000000,6061762,16627188
2006,126,6.5,37000,62.0,28000000,6008000,16800438
2006,141,7.8,173000,89.0,19000000,89097,68673228
2006,122,7.5,22000,82.0,9500000,248552,20354321
2006,123,6.0,8000,38.0,20000000,4326000,13728450
2006,88,5.8,33000,68.0,6500000,637000,18245244
2006,140,6.5,45000,47.0,60000000,6004219,17858059
2006,84,5.3,6200,56.0,26000000,3950000,13098996
2006,121,7.6,110000,84.0,7450000,202000,85605851
2006,117,6.7,13000,0,8000000,1433259,12735126
2006,121,6.2,5900,55.0,15000000,5745780,12643027
2006,113,5.2,17000,43.0,37665000,5833562,14655628
2006,83,4.4,23000,26.0,35000000,4510408,12506362
2006,104,6.4,42000,57.0,20000000,4627989,15852401
2006,99,6.6,15000,64.0,0,5016000,11483669
2006,98,4.0,23000,17.0,0,4603121,16925277
2006,137,8.4,426000,89.0,2000000,223000,77672685
2006,117,7.0,43000,54.0,14000000,69039,20718608
2006,104,6.3,24000,55.0,13000000,4454319,11130889
2006,96,6.6,89000,48.0,17300000,3003000,39220946
2006,111,6.5,19000,38.0,100000,1389000,10307987
2006,97,7.2,253000,51.0,35000000,3768702,16468343
2006,104,6.7,68000,48.0,15000000,3802144,21156270
2006,86,7.8,123000,90.0,150000,61901,22312089
2006,116,6.9,68000,52.0,15000000,4143199,10907485
2006,94,6.8,117000,55.0,20000000,3110000,13939963
2006,91,5.5,9000,46.0,15000000,3400000,8224998
2006,91,7.1,11000,47.0,3300000,1328448,12083296
2006,125,7.4,98000,69.0,19400000,51086,26910847
2006,91,5.9,16000,51.0,4000000,3600000,10639686
2006,95,6.5,92000,69.0,15000000,3880270,12834936
2006,106,5.5,5400,46.0,0,3202035,8057636
2006,117,6.9,104000,47.0,35000000,3721526,42269923
2006,78,2.8,5600,23.0,20000000,3605899,27450189
2006,128,6.1,26000,37.0,55000000,3672366,9451623
2006,107,5.5,25000,45.0,17000000,3667420,16656103
2006,116,6.7,17000,70.0,25000000,1501000,11772461
2006,99,3.4,9500,36.0,3000000,3109924,7403491
2006,93,5.4,42000,36.0,10000000,3582554,14756513
2006,102,6.1,39000,62.0,4000000,3245556,8095931
2006,116,6.1,23000,52.0,12000000,226108,7460797
2006,95,2.2,9500,30.0,5800000,3767567,7009668
2006,122,7.3,105000,41.0,15000000,3075000,9380029
2006,114,7.0,47000,70.0,45000000,184000,78568977
2006,131,7.5,59000,82.0,11700000,169707,33428799
2006,94,6.9,91000,33.0,0,3009341,6566277
2006,114,4.4,43000,26.0,70000000,3201420,38629478
2006,86,6.3,17000,68.0,12000000,372012,5925637
2006,100,7.0,120000,73.0,8700000,391672,7660592
2006,125,7.3,113000,77.0,10000000,110326,7177143
2006,137,7.5,119000,75.0,26000000,97953,14821658
2006,120,7.2,75000,66.0,13000000,39242,17489601
2006,105,7.2,71000,70.0,6000000,347925,15116179
2006,84,5.9,27000,27.0,0,2220050,4630045
2006,110,7.5,23000,88.0,4000000,114628,9194283
2006,145,7.7,82000,71.0,21000000,112521,26768563
2006,90,5.4,3300,57.0,0,621000,4409374
2006,97,4.8,24000,21.0,0,2313372,6086508
2006,101,6.7,11000,62.0,14000000,2012000,5710236
2006,120,7.2,31000,40.0,10000000,80602,4326927
2006,95,7.1,14000,38.0,5000000,1200000,3876456
2006,114,7.3,22000,49.0,0,1200000,3438735
2006,95,7.1,14000,82.0,3000000,35604,7321309
2006,102,6.3,18000,54.0,0,135733,3306629
2006,193,6.1,23000,0,700000000,1351786,25229168
2006,94,7.4,3800,73.0,0,32847,3177636
2006,89,5.4,18000,32.0,0,1394229,5178640
2006,88,7.0,33000,57.0,30000000,9653,35078241
2006,109,6.8,22000,74.0,2000000,100803,13407101
2006,106,7.1,94000,85.0,700000,53983,4660481
2006,152,6.6,31000,0,350000000,979001,32396427
2006,117,7.8,122000,64.0,30000000,79611,3984135
2006,86,6.5,258,0,5450000,0,2448569
2006,171,7.2,42000,0,0,804388,19640129
2006,147,7.5,272000,56.0,60000000,37079,135039924
2006,144,8.0,52000,0,120000000,863073,17897527
2006,120,7.1,138000,85.0,12215500000,320000,89433506
2006,167,8.1,124000,0,0,701666,10800778
2006,106,7.0,34000,72.0,11700000,116308,28041861
2006,168,7.1,36000,0,5300000,753067,22181516
2006,106,6.7,4500,64.0,8000000,29377,17690533
2006,101,6.4,36000,64.0,2000000,107907,5557564
2006,85,6.6,11000,68.0,25320000,67552,29414553
2006,103,7.7,3300,85.0,0,53908,2201933
2006,127,7.5,57000,82.0,0,135554,22903165
2006,90,6.9,4400,72.0,400000,95400,2522787
2006,92,7.6,13000,70.0,1000000,45138,1764304
2006,90,6.3,23000,45.0,7000000,0,3572632
2006,99,5.5,13000,42.0,3000000,2482000,4529892
2006,120,7.7,38000,78.0,0,47311,11632723
2006,154,6.5,25000,68.0,10200000,370266,18041250
2006,90,6.6,7000,65.0,0,45246,14687738
2006,105,4.7,320,0,0,356907,1386582
2006,89,6.2,512,0,6500000,200347,1325092
2006,105,6.0,26000,49.0,32000000,76817,5914908
2006,155,8.0,23000,0,0,427400,16466144
2006,96,5.7,707,39.0,1000000,50103,2078545
2006,125,7.0,37000,65.0,13000000,628000,2636637
2006,110,7.0,19000,68.0,13000000,452966,2689799
2006,180,6.8,66000,73.0,0,27508,4306729
2006,99,7.3,5700,64.0,0,69143,1408065
2006,99,4.3,636,0,0,473062,1103037
2006,118,6.8,5300,74.0,10000000,27744,7228273
2006,110,4.5,14000,33.0,0,565000,3269736
2006,101,4.9,4800,34.0,2400000,740000,1420418
2006,116,6.3,26000,64.0,0,410804,2209322
2006,113,6.9,32000,52.0,50000000,159671,9448082
2006,120,6.5,24000,56.0,0,0,8974829
2006,87,7.4,29000,62.0,0,17659,1013596
2006,90,7.7,104000,81.0,300000000,35593,961196
2006,89,7.8,5100,59.0,0,37140,1658393
2006,90,5.3,132,0,1490641,301333,1499149
2006,90,6.9,2000,64.0,0,22607,1864636
2006,110,7.3,6800,67.0,3000000,80655,3218370
2006,157,6.7,16000,0,0,252988,14730896
2006,113,6.4,2300,39.0,1598870,30000,3135419
2006,117,5.7,10000,58.0,0,68779,2460057
2006,168,6.7,4900,80.0,0,32814,3200383
2006,93,5.1,26000,42.0,40000000,0,23937870
2006,92,5.0,9700,37.0,500000,33316,745327
2006,165,6.1,9400,40.0,2000000,210000,1656433
2006,135,7.2,951,70.0,1300000,83397,655927
2006,113,7.3,8400,72.0,84450000,53218,7354478
2006,99,4.9,4100,23.0,10000000,25297,1127463
2006,100,6.2,1700,51.0,0,464170,603894
2006,105,7.3,16000,79.0,22000000,49060,1297260
2006,97,6.3,7100,49.0,2000000,281778,869352
2006,100,6.9,27000,67.0,0,94784,2035468
2006,93,6.1,2900,46.0,0,174571,1338570
2006,188,5.4,2100,0,0,485000,1371723
2006,87,4.8,47000,38.0,21000000,260713,7563325
2006,86,5.9,8700,40.0,2800000,302908,472185
2006,91,4.2,529,0,1000000,144376,464991
2006,102,6.4,1400,52.0,1200000,200554,463542
2006,132,6.4,36000,59.0,4200000,46730,42918532
2006,88,7.2,59000,62.0,1000000,42808,454026
2006,84,6.5,198000,66.0,2400000,124367,495652
2006,110,7.6,496,73.0,0,379,469507
2006,94,8.4,644,0,0,2475,426855
2006,109,6.5,2600,35.0,0,150355,1034317
2006,88,5.5,6600,48.0,5000000,61043,648183
2006,115,6.6,36000,62.0,18000000,155560,1220058
2006,123,6.3,7200,65.0,15000000,28298,6044112
2006,104,6.7,14000,59.0,11000000,70460,6191746
2006,164,7.0,14000,0,0,110218,3912699
2006,101,7.7,132000,86.0,1500000,18430,8481254
2006,95,7.4,12000,64.0,1500000,61138,1513033
2006,95,5.4,10000,0,0,2482000,478535
2006,94,4.6,6900,0,0,2482000,321875
2006,86,5.0,9100,0,0,2482000,321875
2006,94,5.0,8900,0,0,2482000,392287
2006,88,5.0,8400,0,2500000,2482000,2795983
2006,92,4.8,6700,0,0,2482000,394447
2006,120,7.0,15000,82.0,14500000,10996,22963701
2006,90,6.2,213,59.0,0,164926,319021
2006,98,7.4,29000,75.0,0,30664,347240
2006,93,6.7,31000,70.0,8000000,10203,426224
2006,99,7.0,24000,62.0,14000000,31418,23055884
2006,85,6.1,1400,70.0,10000,6913,302845
2006,105,6.8,3800,0,0,142591,5091289
2006,89,7.9,2900,72.0,0,21858,301447
2006,110,6.0,748,0,0,31626,300454
2006,116,7.3,11000,0,0,102466,292794
2006,90,6.9,5200,82.0,2200000,14076,3360455
2006,100,7.3,3700,69.0,0,18102,376057
2006,145,5.3,41000,44.0,17000000,117000,374755
2006,92,7.8,3400,80.0,0,22632,742576
2006,80,3.1,4000,32.0,750000,215300,1657729
2006,88,6.5,6100,65.0,0,34531,265198
2006,95,7.3,3800,79.0,0,46412,298982
2006,76,6.8,9200,84.0,30000,3310,301440
2006,97,7.2,1300,77.0,0,12268,254190
2006,87,6.8,2100,0,3000000,145895,252726
2006,105,5.9,1900,32.0,0,133784,252539
2006,155,5.2,4500,0,0,108630,1149417
2006,86,7.2,3100,79.0,0,9129,349220
2006,98,6.6,11000,56.0,0,22603,1297553
2006,100,6.0,1000,39.0,24000000,31165,2724303
2006,85,6.2,14000,63.0,0,36391,245292
2006,100,5.7,5400,57.0,0,20560,4903131
2006,93,6.7,3200,57.0,0,9359,1930133
2006,85,7.4,769,0,100000,0,484487
2006,85,3.4,739,0,400000,15915,224099
2006,122,6.3,17000,50.0,16800000,28815,2312717
2006,152,4.0,1500,0,0,142462,4423137
2006,104,6.4,2400,62.0,3500000,36938,563611
2006,88,6.8,6000,56.0,500000,27835,269589
2006,92,6.7,26000,69.0,0,37141,1736394
2006,101,6.2,8800,58.0,8000000,15189,573864
2006,85,7.0,7500,67.0,0,18844,9284852
2006,131,7.0,1100,0,0,81569,209654
2006,112,6.4,394,0,0,50823,209478
2006,78,7.9,353,63.0,0,8378,208392
2006,137,7.0,8500,0,0,75556,5946304
2006,94,7.1,1700,84.0,0,24435,240888
2006,101,7.9,11000,86.0,0,15656,327205
2006,96,6.6,12000,66.0,2000000,34774,622806
2006,80,6.1,3700,60.0,1500000,12317,194568
2006,108,6.4,23000,60.0,18000000,80423,2520835
2006,123,7.6,5300,63.0,2500000,5722,6079556
2006,93,7.3,8800,85.0,2500,18003,561692
2006,94,7.2,12000,58.0,25000,49313,205724
2006,122,7.9,1800,75.0,0,9813,176647
2006,93,5.7,35000,57.0,1500000,100358,208550
2006,96,7.0,5900,49.0,0,78337,1260553
2006,100,4.5,264,52.0,0,3960,171255
2006,99,7.5,5300,74.0,0,9004,1360243
2006,114,6.7,950,51.0,3000000,32406,166620
2006,103,7.0,12000,70.0,0,32227,703324
2006,90,7.5,1000,68.0,0,18074,177683
2006,111,7.2,565,0,0,8770,161590
2006,117,7.2,5800,61.0,1500000,38882,1029926
2006,113,6.8,14000,73.0,0,17009,1128345
2006,118,7.4,16000,56.0,8000000,5701,6881566
2006,90,7.0,1100,52.0,1800000,8330,252154
2006,130,3.5,1000,0,0,78462,241841
2006,118,7.7,14000,59.0,0,36295,167078
2006,99,5.2,945,0,3300000,14825,150000
2006,86,7.8,5700,79.0,0,7482,148292
2006,97,7.2,1600,67.0,1000000,9805,213762
2006,122,7.5,942,68.0,0,1524,17696020
2006,156,6.4,3000,45.0,0,24195,138913
2006,96,6.4,42000,62.0,5000000,8316,5515163
2006,120,6.9,4200,77.0,12800000,14391,6855294
2006,98,6.0,4900,57.0,3000000,26046,818970
2006,118,6.1,5000,52.0,0,61817,193067
2006,124,5.9,966,49.0,0,11069,123301
2006,98,7.1,15000,72.0,0,9665,1385085
2006,97,6.2,2900,64.0,6000000,50160,161408
2006,100,5.5,166,0,2500000,5164,119290
2006,115,6.7,1500,81.0,2000000,10183,1059232
2006,122,4.3,891,0,0,60719,331676
2006,90,6.3,538,49.0,1000000,10533,102990
2006,100,6.4,305,0,0,8871,102737
2006,105,4.5,237,0,300000,30830,102171
2006,131,5.1,3400,44.0,0,2332,584991
2006,84,5.5,6500,0,60000,512000,97182
2006,89,4.0,2500,46.0,250000,512000,97182
2006,98,6.2,3500,48.0,3400000,54902,108187
2006,78,7.1,908,69.0,0,6764,227105
2006,89,7.3,8300,77.0,200000,11586,523703
2006,95,6.0,13000,0,0,61877,945718
2006,102,7.6,14000,84.0,0,6132,119881
2006,82,6.0,2500,54.0,0,13380,110864
2006,104,7.2,712,72.0,105000,5279,366247
2006,86,7.2,2500,71.0,0,2619,2476766
2006,120,6.8,613,0,1800000,37318,87939
2006,95,7.8,2600,43.0,1000000,61200,87400
2006,96,7.2,3900,69.0,0,10749,126432
2006,107,6.4,7100,68.0,5000000,19030,659589
2006,108,2.9,384,34.0,2500000,25868,85802
2006,87,5.8,43000,62.0,0,16102,4947717
2006,86,5.8,1200,54.0,900000,14196,83354
2006,82,6.5,17000,54.0,0,35929,1399222
2006,110,6.3,3100,64.0,0,10061,8987781
2006,93,6.9,505,60.0,0,0,78944
2006,111,7.3,7600,81.0,10000000,12744,2504465
2006,97,6.3,1700,58.0,2000000,15704,2993332
2006,102,5.6,1000,54.0,2500000,37924,72310
2006,96,5.7,7400,31.0,0,25714,944479
2006,81,7.1,1400,72.0,0,7035,79770
2006,105,6.6,17000,57.0,18000000,10800,1831348
2006,99,7.2,7500,0,0,3857,6732176
2006,92,6.7,26000,66.0,0,38500,69136
2006,84,6.3,78,0,250000,807,72275
2006,96,6.3,3100,66.0,0,32867,66517
2006,105,7.1,149,69.0,0,6879,98730
2006,100,5.1,367,33.0,0,28613,235177
2006,96,6.0,15000,57.0,0,32452,2123040
2006,113,5.8,4900,34.0,0,22465,111974
2006,106,6.7,101,0,5000000,31820,64352
2006,89,6.3,4300,60.0,1500000,12231,1810452
2006,158,7.2,4600,79.0,2500000,8717,143027
2006,95,6.8,1800,78.0,0,15086,545473
2006,89,7.5,68,61.0,0,4471,62356
2006,122,7.7,4400,0,0,5234,33755574
2006,90,7.2,2200,65.0,0,20024,58829
2006,93,7.4,7200,83.0,0,10811,1836534
2006,127,5.1,710,0,0,55418,88420
2006,107,6.2,7200,36.0,8000000,20774,143451
2006,107,4.6,145,0,2000000,22074,53609
2006,165,7.4,136,0,0,33911,80119
2006,110,6.7,156,0,0,7612,52654
2006,103,5.1,1700,48.0,0,1082,483737
2006,83,8.8,118,0,120000,9259,52166
2006,91,6.0,1600,55.0,1000000,23609,52034
2006,110,7.2,9900,73.0,35000000,15502,1230135
2006,106,5.6,11000,42.0,12000000,6000,499620
2006,99,6.6,13000,71.0,3000000,7855,3111395
2006,77,6.3,33000,60.0,0,4025,5822116
2006,62,7.0,108,0,300000,25460,49919
2006,91,5.8,8900,45.0,6000000,21828,156318
2006,111,6.3,905,45.0,1000000,7187,48896
2006,85,6.9,1900,64.0,0,7100,218444
2006,115,6.3,46000,47.0,0,20614,68673762
2006,102,6.4,2400,44.0,2400000,0,47986
2006,88,5.9,287,66.0,0,32520,46208
2006,108,7.2,49000,57.0,0,3646,2105096
2006,90,4.3,237,0,325000,16065,44999
2006,90,7.2,7000,71.0,0,4977,848073
2006,100,6.4,505,0,0,8403,41131
2006,140,1.6,161,0,0,15602,39975
2006,99,6.1,392,0,0,39200,1378139
2006,84,8.1,363,72.0,0,2798,38960
2006,74,8.2,754,73.0,0,5160,48483
2006,102,6.8,1600,66.0,0,5384,1062915
2006,79,6.2,4200,39.0,0,4394,37072
2006,75,6.5,565,0,30000,1366,36875
2006,80,7.4,194,72.0,0,7870,36577
2006,81,8.4,103,67.0,0,8252,36406
2006,87,4.6,299,0,2500000,9753,35688
2006,101,6.5,1100,67.0,1050100,13100,41010
2006,82,7.5,249,0,0,6742,35397
2006,90,7.1,424,0,0,3546,33620
2006,101,5.5,10000,69.0,5000000,8090,97522
2006,105,5.8,769,0,0,3614,33060
2006,107,6.8,1800,0,3000000,7183,32788
2006,80,7.0,334,70.0,0,2778,32203
2006,94,6.3,2300,61.0,0,5457,40010
2006,95,7.7,349,0,100000,5202,31502
2006,117,6.0,2900,45.0,0,8545,137341
2010,116,7.6,1900,68.0,0,6078,30975
2006,104,5.5,120,0,0,3008,252109
2006,132,6.8,3300,0,45000000,22800,60714
2006,140,5.7,1200,35.0,0,4956,160445
2006,78,6.9,151,70.0,0,7520,27344
2006,105,4.8,78,0,5000000,15000,26946
2006,85,7.7,207,72.0,0,5034,26859
2006,112,7.4,14000,54.0,3000000,5030,1384105
2006,135,8.2,26000,0,0,12091,40194
